"","Suburb","Rooms","Type","Address","Method","SellerG","Date","Distance","Postcode","Landsize","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Price"
"3932","Heidelberg West","3","h","262 Liberty Pde","S","Ray",2016-08-28,9.4,"3081",413,"Banyule City Council",-37.7399,145.0369,"Eastern Metropolitan",2674,465000
"3933","Heidelberg West","3","h","131 Outhwaite Rd","SP","Ray",2016-08-28,9.4,"3081",665,"Banyule City Council",-37.739,145.0451,"Eastern Metropolitan",2674,675000
"3934","Hughesdale","2","h","18 Paget St","S","Woodards",2016-09-03,13,"3166",732,"Monash City Council",-37.8931,145.0791,"Southern Metropolitan",3145,1550000
"3935","Hughesdale","2","u","1/13 Swindon Rd","S","Ray",2016-09-03,13,"3166",0,"Monash City Council",-37.8967,145.0858,"Southern Metropolitan",3145,516000
"3936","Hughesdale","3","h","20 Dalston Rd","S","Ray",2016-12-03,13,"3166",705,"Monash City Council",-37.8994,145.0816,"Southern Metropolitan",3145,1340000
"3937","Hughesdale","3","u","13/30 Maroo St","S","Ray",2017-03-04,13,"3166",0,"Monash City Council",-37.8909,145.0807,"Southern Metropolitan",3145,855000
"3938","Hughesdale","3","h","30 Kinrade St","S","Ray",2016-08-06,13,"3166",715,"Monash City Council",-37.9072,145.0762,"Southern Metropolitan",3145,1316000
"3939","Hughesdale","3","t","2/19 Swindon Rd","S","Ray",2016-05-07,13,"3166",206,"Monash City Council",-37.8966,145.0863,"Southern Metropolitan",3145,828000
"3940","Hughesdale","3","t","8a Camden Rd","SN","Ray",2016-10-08,13,"3166",413,"Monash City Council",-37.8991,145.083,"Southern Metropolitan",3145,998000
"3941","Hughesdale","3","h","19 Canterbury St","S","Woodards",2016-10-08,13,"3166",562,"Monash City Council",-37.9022,145.0811,"Southern Metropolitan",3145,1055000
"3942","Hughesdale","2","u","4/89 Kangaroo Rd","S","Ray",2016-09-10,13,"3166",101,"Monash City Council",-37.8988,145.0781,"Southern Metropolitan",3145,623000
"3943","Hughesdale","4","h","3 Paget St","S","Woodards",2016-09-10,13,"3166",847,"Monash City Council",-37.8927,145.0781,"Southern Metropolitan",3145,2120000
"3944","Hughesdale","4","h","8 Bowmore St","S","Woodards",2016-12-10,13,"3166",547,"Monash City Council",-37.9002,145.0768,"Southern Metropolitan",3145,1745000
"3945","Hughesdale","4","h","14 Bowmore St","S","Ray",2016-11-12,13,"3166",545,"Monash City Council",-37.9002,145.0773,"Southern Metropolitan",3145,1700000
"3946","Hughesdale","2","u","105/175 Kangaroo Rd","VB","Woodards",2016-11-12,13,"3166",0,"Monash City Council",-37.9008,145.0859,"Southern Metropolitan",3145,420000
"3947","Hughesdale","2","u","6/2 Paddington Rd","S","Gary",2016-11-12,13,"3166",0,"Monash City Council",-37.8934,145.0853,"Southern Metropolitan",3145,375500
"3948","Hughesdale","3","h","8 Skipton Rd","S","Buxton",2016-11-12,13,"3166",698,"Monash City Council",-37.8982,145.0806,"Southern Metropolitan",3145,1350000
"3949","Hughesdale","4","h","159 Warrigal Rd","S","Ray",2016-08-13,13,"3166",369,"Monash City Council",-37.9054,145.0857,"Southern Metropolitan",3145,9e+05
"3950","Hughesdale","2","h","20 Bowmore St","S","Woodards",2016-10-15,13,"3166",546,"Monash City Council",-37.9003,145.0777,"Southern Metropolitan",3145,1262000
"3951","Hughesdale","4","h","22 Skipton Rd","S","Ray",2016-10-15,13,"3166",696,"Monash City Council",-37.8991,145.0804,"Southern Metropolitan",3145,1337000
"3952","Hughesdale","2","u","3/14 Rugby Rd","S","Fletchers",2016-04-16,13,"3166",0,"Monash City Council",-37.8942,145.0867,"Southern Metropolitan",3145,455000
"3953","Hughesdale","2","u","5/7 Warrigal Rd","PI","Ray",2016-09-17,13,"3166",100,"Monash City Council",-37.8945,145.0876,"Southern Metropolitan",3145,4e+05
"3954","Hughesdale","2","u","2/3 Bowen St","S","Ray",2016-06-18,13,"3166",0,"Monash City Council",-37.9014,145.0824,"Southern Metropolitan",3145,648000
"3955","Hughesdale","3","h","37 Darling St","S","Ray",2016-08-22,13,"3166",730,"Monash City Council",-37.9034,145.0796,"Southern Metropolitan",3145,1210000
"3956","Hughesdale","4","h","19 Argyle Cl","SN","Woodards",2017-02-25,13,"3166",0,"Monash City Council",-37.9049,145.0759,"Southern Metropolitan",3145,1700000
"3957","Hughesdale","4","h","3 Dalston Rd","S","Buxton",2016-07-26,13,"3166",678,"Monash City Council",-37.898,145.0815,"Southern Metropolitan",3145,1167500
"3958","Hughesdale","3","t","1/3 Euston Rd","S","Buxton",2016-07-26,13,"3166",360,"Monash City Council",-37.8937,145.0779,"Southern Metropolitan",3145,9e+05
"3959","Hughesdale","4","h","172 Poath Rd","S","Woodards",2016-08-28,13,"3166",738,"Monash City Council",-37.8996,145.076,"Southern Metropolitan",3145,1322000
"3960","Hughesdale","2","h","1051 North Rd","PI","hockingstuart",2016-07-30,13,"3166",575,"Monash City Council",-37.9084,145.0775,"Southern Metropolitan",3145,677500
"3961","Ivanhoe","2","u","9/88 Marshall St","VB","Miles",2016-09-03,7.9,"3079",0,"Banyule City Council",-37.77,145.0472,"Eastern Metropolitan",5549,480000
"3962","Ivanhoe","2","u","2/125 Locksley Rd","VB","Miles",2016-12-03,7.9,"3079",0,"Banyule City Council",-37.7662,145.0516,"Eastern Metropolitan",5549,430000
"3963","Ivanhoe","1","u","3/3 Merton St","SP","Miles",2016-12-03,7.9,"3079",75,"Banyule City Council",-37.7759,145.043,"Eastern Metropolitan",5549,460000
"3964","Ivanhoe","4","h","14 Tate St","S","Nelson",2016-12-03,7.9,"3079",610,"Banyule City Council",-37.7662,145.04,"Eastern Metropolitan",5549,1601000
"3965","Ivanhoe","4","h","20 Green St","S","Miles",2017-03-04,7.9,"3079",925,"Banyule City Council",-37.7652,145.041,"Eastern Metropolitan",5549,2265000
"3966","Ivanhoe","3","h","4 Linton St","VB","Miles",2017-03-04,7.9,"3079",665,"Banyule City Council",-37.7714,145.0455,"Eastern Metropolitan",5549,1680000
"3967","Ivanhoe","2","u","8/74 Marshall St","SP","Miles",2017-03-04,7.9,"3079",0,"Banyule City Council",-37.7711,145.047,"Eastern Metropolitan",5549,440000
"3968","Ivanhoe","4","h","33 Thoresby Gr","S","Nelson",2017-03-04,7.9,"3079",638,"Banyule City Council",-37.7641,145.0501,"Eastern Metropolitan",5549,2350000
"3969","Ivanhoe","3","t","3/123 Waterdale Rd","S","Miles",2017-03-04,7.9,"3079",108,"Banyule City Council",-37.7668,145.0434,"Eastern Metropolitan",5549,962000
"3970","Ivanhoe","3","h","9 Cook St","S","Nelson",2016-06-04,7.9,"3079",626,"Banyule City Council",-37.76,145.0326,"Eastern Metropolitan",5549,981000
"3971","Ivanhoe","4","h","20 Locksley Rd","S","Jellis",2016-06-04,7.9,"3079",1252,"Banyule City Council",-37.7727,145.0484,"Eastern Metropolitan",5549,2400000
"3972","Ivanhoe","3","t","3/11 Oriel Rd","S","Nelson",2016-06-04,7.9,"3079",249,"Banyule City Council",-37.766,145.0345,"Eastern Metropolitan",5549,890000
"3973","Ivanhoe","3","h","83 Bond St","SN","Miles",2016-05-07,7.9,"3079",503,"Banyule City Council",-37.7624,145.036,"Eastern Metropolitan",5549,1150000
"3974","Ivanhoe","2","u","6/105 Locksley Rd","S","Miles",2016-05-07,7.9,"3079",0,"Banyule City Council",-37.7669,145.0505,"Eastern Metropolitan",5549,490000
"3975","Ivanhoe","3","h","7 Robbins St","S","Miles",2016-05-07,7.9,"3079",571,"Banyule City Council",-37.7614,145.0433,"Eastern Metropolitan",5549,1340000
"3976","Ivanhoe","4","h","15 Toora St","SN","Miles",2016-05-07,7.9,"3079",775,"Banyule City Council",-37.7697,145.0458,"Eastern Metropolitan",5549,2257500
"3977","Ivanhoe","3","h","1/34 Edwin St","S","Miles",2016-11-07,7.9,"3079",399,"Banyule City Council",-37.7551,145.05,"Eastern Metropolitan",5549,785000
"3978","Ivanhoe","3","h","950 Heidelberg Rd","S","Nelson",2016-11-07,7.9,"3079",537,"Banyule City Council",-37.7773,145.0379,"Eastern Metropolitan",5549,1155000
"3979","Ivanhoe","3","h","84 Livingstone St","PN","Pagan",2016-11-07,7.9,"3079",775,"Banyule City Council",-37.7671,145.0338,"Eastern Metropolitan",5549,1337500
"3980","Ivanhoe","4","h","1 Rocke St","S","Nelson",2016-11-07,7.9,"3079",586,"Banyule City Council",-37.7726,145.0396,"Eastern Metropolitan",5549,1300000
"3981","Ivanhoe","2","h","24 Dalveen Rd","S","Buckingham",2016-09-10,7.9,"3079",557,"Banyule City Council",-37.7568,145.0355,"Eastern Metropolitan",5549,1020000
"3982","Ivanhoe","3","h","15 Fairy St","S","Miles",2016-09-10,7.9,"3079",614,"Banyule City Council",-37.7768,145.0409,"Eastern Metropolitan",5549,1796000
"3983","Ivanhoe","2","h","5/22 Oriel Rd","S","Haughton",2016-09-10,7.9,"3079",221,"Banyule City Council",-37.7654,145.036,"Eastern Metropolitan",5549,790000
"3984","Ivanhoe","3","h","5 Stanley St","S","William",2016-09-10,7.9,"3079",630,"Banyule City Council",-37.7635,145.039,"Eastern Metropolitan",5549,1465000
"3985","Ivanhoe","3","t","3/8 Green St","S","Woodards",2016-12-10,7.9,"3079",0,"Banyule City Council",-37.765,145.0422,"Eastern Metropolitan",5549,855000
"3986","Ivanhoe","2","u","4/13 Ivanhoe Pde","S","Miles",2016-12-10,7.9,"3079",94,"Banyule City Council",-37.7679,145.0452,"Eastern Metropolitan",5549,705000
"3987","Ivanhoe","2","u","4/6 Linton St","S","Barry",2016-12-10,7.9,"3079",0,"Banyule City Council",-37.7712,145.0455,"Eastern Metropolitan",5549,504000
"3988","Ivanhoe","3","t","1/37 Myrtle St","S","Miles",2016-12-10,7.9,"3079",314,"Banyule City Council",-37.7554,145.0516,"Eastern Metropolitan",5549,1010000
"3989","Ivanhoe","2","u","5/14 Athelstane Gr","W","Ray",2017-02-11,7.9,"3079",71,"Banyule City Council",-37.7634,145.0406,"Eastern Metropolitan",5549,504000
"3990","Ivanhoe","3","h","30 Oriel Rd","S","Ray",2017-02-11,7.9,"3079",687,"Banyule City Council",-37.7634,145.0361,"Eastern Metropolitan",5549,1220000
"3991","Ivanhoe","3","h","1 Bond St","S","Jellis",2016-06-12,7.9,"3079",252,"Banyule City Council",-37.7631,145.0433,"Eastern Metropolitan",5549,1220000
"3992","Ivanhoe","3","h","10 Abbotsford Gr","S","Nelson",2016-11-12,7.9,"3079",608,"Banyule City Council",-37.7702,145.0398,"Eastern Metropolitan",5549,1605000
"3993","Ivanhoe","2","u","2/80 Marshall St","SP","Miles",2016-11-12,7.9,"3079",0,"Banyule City Council",-37.7707,145.0471,"Eastern Metropolitan",5549,475000
"3994","Ivanhoe","4","h","86 Oriel Rd","SN","Barry",2016-08-13,7.9,"3079",630,"Banyule City Council",-37.7576,145.0378,"Eastern Metropolitan",5549,2257500
"3995","Ivanhoe","3","h","6 Ambrose St","PI","Barry",2016-05-14,7.9,"3079",592,"Banyule City Council",-37.7627,145.0315,"Eastern Metropolitan",5549,1220000
"3996","Ivanhoe","3","h","114 Bond St","S","Barry",2016-05-14,7.9,"3079",677,"Banyule City Council",-37.7616,145.0322,"Eastern Metropolitan",5549,1075000
"3997","Ivanhoe","2","t","2/64 Jellicoe St","VB","Miles",2016-10-15,7.9,"3079",277,"Banyule City Council",-37.7577,145.0358,"Eastern Metropolitan",5549,610000
"3998","Ivanhoe","3","h","78 Jellicoe St","SN","Nelson",2016-10-15,7.9,"3079",212,"Banyule City Council",-37.7575,145.0342,"Eastern Metropolitan",5549,981000
"3999","Ivanhoe","2","u","5/19 Livingstone St","S","Barry",2016-10-15,7.9,"3079",103,"Banyule City Council",-37.7671,145.0408,"Eastern Metropolitan",5549,690000
"4000","Ivanhoe","3","h","33 Livingstone St","S","Miles",2016-10-15,7.9,"3079",691,"Banyule City Council",-37.7674,145.0392,"Eastern Metropolitan",5549,1535000
"4001","Ivanhoe","4","h","19 Myrtle St","VB","Miles",2016-10-15,7.9,"3079",694,"Banyule City Council",-37.7565,145.0506,"Eastern Metropolitan",5549,1470000
"4002","Ivanhoe","3","h","171 Waterdale Rd","S","Nelson",2016-10-15,7.9,"3079",645,"Banyule City Council",-37.7634,145.0439,"Eastern Metropolitan",5549,1486000
"4003","Ivanhoe","1","u","3/16 Elphin St","SP","Miles",2016-04-16,7.9,"3079",55,"Banyule City Council",-37.7772,145.0414,"Eastern Metropolitan",5549,420000
"4004","Ivanhoe","3","t","3/24 Green St","S","Barry",2016-04-16,7.9,"3079",110,"Banyule City Council",-37.765,145.0407,"Eastern Metropolitan",5549,750000
"4005","Ivanhoe","2","u","5/125 Locksley Rd","VB","Fletchers",2016-04-16,7.9,"3079",0,"Banyule City Council",-37.7662,145.0516,"Eastern Metropolitan",5549,460000
"4006","Ivanhoe","4","h","7 Dudley St","S","Miles",2016-07-16,7.9,"3079",758,"Banyule City Council",-37.7668,145.038,"Eastern Metropolitan",5549,1615000
"4007","Ivanhoe","2","t","4/21 Livingstone St","S","Noel",2016-07-16,7.9,"3079",181,"Banyule City Council",-37.7671,145.0406,"Eastern Metropolitan",5549,829500
"4008","Ivanhoe","5","h","44 Beatty St","S","Nelson",2016-09-17,7.9,"3079",689,"Banyule City Council",-37.7591,145.04,"Eastern Metropolitan",5549,1730000
"4009","Ivanhoe","2","u","6/74 Marshall St","SN","Miles",2016-09-17,7.9,"3079",0,"Banyule City Council",-37.7711,145.047,"Eastern Metropolitan",5549,504000
"4010","Ivanhoe","2","t","4/24 St Elmo Rd","S","Miles",2016-09-17,7.9,"3079",152,"Banyule City Council",-37.7635,145.0464,"Eastern Metropolitan",5549,779000
"4011","Ivanhoe","3","h","32 Ailsa Gr","S","Miles",2017-03-18,7.9,"3079",684,"Banyule City Council",-37.7659,145.0392,"Eastern Metropolitan",5549,1850000
"4012","Ivanhoe","3","h","191 Banksia St","SN","Miles",2017-03-18,7.9,"3079",203,"Banyule City Council",-37.7574,145.0468,"Eastern Metropolitan",5549,1150000
"4013","Ivanhoe","2","h","21 The Boulevard","S","Nelson",2017-03-18,7.9,"3079",760,"Banyule City Council",-37.7784,145.0394,"Eastern Metropolitan",5549,1910000
"4014","Ivanhoe","3","h","8 Ailsa Gr","SN","Miles",2016-06-18,7.9,"3079",609,"Banyule City Council",-37.7661,145.0423,"Eastern Metropolitan",5549,1220000
"4015","Ivanhoe","5","h","6 Fairy St","S","Miles",2016-06-18,7.9,"3079",1006,"Banyule City Council",-37.7765,145.0427,"Eastern Metropolitan",5549,2600000
"4016","Ivanhoe","2","u","5/14 Athelstane Gr","PI","Ray",2016-11-19,7.9,"3079",71,"Banyule City Council",-37.7634,145.0406,"Eastern Metropolitan",5549,5e+05
"4017","Ivanhoe","3","h","16 Ayton St","VB","Miles",2016-11-19,7.9,"3079",290,"Banyule City Council",-37.7601,145.0363,"Eastern Metropolitan",5549,950000
"4018","Ivanhoe","4","h","9 Beatty St","SN","Miles",2016-11-19,7.9,"3079",811,"Banyule City Council",-37.7598,145.0437,"Eastern Metropolitan",5549,2240000
"4019","Ivanhoe","2","u","1/100 St Elmo Rd","S","Miles",2016-11-19,7.9,"3079",0,"Banyule City Council",-37.759,145.047,"Eastern Metropolitan",5549,450000
"4020","Ivanhoe","3","h","225 Waterdale Rd","SN","Nelson",2016-11-19,7.9,"3079",609,"Banyule City Council",-37.7596,145.0446,"Eastern Metropolitan",5549,1337500
"4021","Ivanhoe","3","h","113 Green St","S","Nelson",2016-05-22,7.9,"3079",597,"Banyule City Council",-37.7645,145.0314,"Eastern Metropolitan",5549,1102000
"4022","Ivanhoe","3","h","13 Jellicoe St","VB","Nelson",2016-05-22,7.9,"3079",834,"Banyule City Council",-37.7587,145.0426,"Eastern Metropolitan",5549,1275000
"4023","Ivanhoe","3","h","51 Jellicoe St","S","Miles",2016-05-22,7.9,"3079",596,"Banyule City Council",-37.7581,145.0371,"Eastern Metropolitan",5549,1065000
"4024","Ivanhoe","2","t","5/139 Bond St","S","Jellis",2016-08-22,7.9,"3079",124,"Banyule City Council",-37.7618,145.0287,"Eastern Metropolitan",5549,785000
"4025","Ivanhoe","3","h","15 Kwinana Ct","S","Nelson",2016-08-22,7.9,"3079",721,"Banyule City Council",-37.758,145.0408,"Eastern Metropolitan",5549,1223500
"4026","Ivanhoe","2","u","2/53 Norman St","S","Miles",2016-08-22,7.9,"3079",147,"Banyule City Council",-37.7679,145.0467,"Eastern Metropolitan",5549,845000
"4027","Ivanhoe","4","h","3 Scotts Pde","S","Barry",2016-08-22,7.9,"3079",631,"Banyule City Council",-37.7771,145.0448,"Eastern Metropolitan",5549,1720000
"4028","Ivanhoe","3","h","97 Waterdale Rd","S","Jellis",2016-08-22,7.9,"3079",287,"Banyule City Council",-37.7716,145.0424,"Eastern Metropolitan",5549,981000
"4029","Ivanhoe","3","h","103 Waterdale Rd","SP","Miles",2016-04-23,7.9,"3079",572,"Banyule City Council",-37.7709,145.0425,"Eastern Metropolitan",5549,1225000
"4030","Ivanhoe","2","u","3/67 Livingstone St","S","RT",2016-09-24,7.9,"3079",199,"Banyule City Council",-37.7666,145.0356,"Eastern Metropolitan",5549,630000
"4031","Ivanhoe","4","h","79 Marshall St","S","Miles",2016-09-24,7.9,"3079",605,"Banyule City Council",-37.7707,145.0467,"Eastern Metropolitan",5549,1460000
"4032","Ivanhoe","1","u","3/14 Merton St","SP","Nelson",2016-09-24,7.9,"3079",0,"Banyule City Council",-37.7753,145.0419,"Eastern Metropolitan",5549,421000
"4033","Ivanhoe","4","h","199 Waterdale Rd","SN","Miles",2016-09-24,7.9,"3079",627,"Banyule City Council",-37.7615,145.0443,"Eastern Metropolitan",5549,1405000
"4034","Ivanhoe","4","h","11 Abbotsford Gr","S","Miles",2017-02-25,7.9,"3079",608,"Banyule City Council",-37.7705,145.0396,"Eastern Metropolitan",5549,2090000
"4035","Ivanhoe","3","h","1 Corona St","S","Miles",2017-02-25,7.9,"3079",557,"Banyule City Council",-37.771,145.0431,"Eastern Metropolitan",5549,1382500
"4036","Ivanhoe","4","h","105 Ivanhoe Pde","S","Miles",2017-02-25,7.9,"3079",650,"Banyule City Council",-37.7607,145.0456,"Eastern Metropolitan",5549,1758000
"4037","Ivanhoe","3","h","1 Tudor Ct","SN","Miles",2017-02-25,7.9,"3079",558,"Banyule City Council",-37.7611,145.0476,"Eastern Metropolitan",5549,1382500
"4038","Ivanhoe","4","h","86 Ivanhoe Pde","S","Nelson",2016-07-26,7.9,"3079",628,"Banyule City Council",-37.7614,145.0451,"Eastern Metropolitan",5549,1845500
"4039","Ivanhoe","3","t","1/10 Oriel Rd","S","Barry",2016-06-27,7.9,"3079",189,"Banyule City Council",-37.7661,145.0354,"Eastern Metropolitan",5549,7e+05
"4040","Ivanhoe","5","h","35 Green St","S","Domain",2016-11-27,7.9,"3079",455,"Banyule City Council",-37.7653,145.0392,"Eastern Metropolitan",5549,1420000
"4041","Ivanhoe","3","t","2/94 Oriel Rd","PI","Barry",2016-11-27,7.9,"3079",139,"Banyule City Council",-37.757,145.0382,"Eastern Metropolitan",5549,550000
"4042","Ivanhoe","4","h","4 Waterdale Rd","S","Miles",2016-05-28,7.9,"3079",719,"Banyule City Council",-37.7815,145.0403,"Eastern Metropolitan",5549,2595000
"4043","Ivanhoe","2","t","2/92 Beatty St","PI","Nelson",2016-08-28,7.9,"3079",134,"Banyule City Council",-37.7582,145.034,"Eastern Metropolitan",5549,710000
"4044","Ivanhoe","3","u","7/3 Kenilworth Pde","PI","Barry",2016-08-28,7.9,"3079",0,"Banyule City Council",-37.7694,145.0406,"Eastern Metropolitan",5549,650000
"4045","Ivanhoe","3","h","19 Robbins St","S","Jellis",2016-08-28,7.9,"3079",571,"Banyule City Council",-37.7613,145.0423,"Eastern Metropolitan",5549,1382500
"4046","Ivanhoe","1","u","2/29 St Elmo Rd","SP","hockingstuart",2016-07-30,7.9,"3079",0,"Banyule City Council",-37.7638,145.0458,"Eastern Metropolitan",5549,385000
"4047","Kealba","4","h","23 McShane Dr","SP","Barry",2016-12-03,15,"3021",558,"Brimbank City Council",-37.7311,144.8257,"Western Metropolitan",1202,740000
"4048","Kealba","4","h","13 Woburn Cl","S","hockingstuart",2016-08-06,15,"3021",579,"Brimbank City Council",-37.7359,144.8251,"Western Metropolitan",1202,5e+05
"4049","Kealba","3","h","3 McGrath Cl","SP","Brad",2016-05-07,15,"3021",543,"Brimbank City Council",-37.7367,144.824,"Western Metropolitan",1202,365000
"4050","Kealba","4","h","18 Longford Ct","S","YPA",2016-09-10,15,"3021",558,"Brimbank City Council",-37.7369,144.8252,"Western Metropolitan",1202,570000
"4051","Kealba","3","h","16 Valewood Dr","SN","Barry",2016-09-10,15,"3021",532,"Brimbank City Council",-37.733,144.8251,"Western Metropolitan",1202,571000
"4052","Kealba","3","h","3 Stenson Rd","S","Sweeney",2016-12-10,15,"3021",597,"Brimbank City Council",-37.7392,144.8241,"Western Metropolitan",1202,515000
"4053","Kealba","4","h","29 Orbital Dr","S","Sweeney",2016-10-15,15,"3021",654,"Brimbank City Council",-37.7392,144.8299,"Western Metropolitan",1202,1095000
